Function,Calls,Total Time (s),Per Call Time (s),Cumulative Time (s)
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/linalg/_linalg.py', 198, '_assert_stacked_square')",2,8.340000000000001e-07,4.1700000000000004e-07,8.340000000000001e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/_tqdm_pandas.py', 1, '<module>')",1,8.33e-07,8.33e-07,8.33e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/_distutils_hack/__init__.py', 109, '<lambda>')",7,7.92e-07,1.1314285714285714e-07,7.92e-07
"('~', 0, ""<method 'copy' of 'dict' objects>"")",3,7.92e-07,2.64e-07,7.92e-07
"('~', 0, '<built-in method posix._path_normpath>')",1,7.92e-07,7.92e-07,7.92e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 601, 'is_set')",7,7.5e-07,1.0714285714285714e-07,7.5e-07
"('/Users/charliecameron/CodingHub/PhD/RCM/1D/production_project/production_project/stochastic.py', 6, 'Stochastic')",1,7.5e-07,7.5e-07,7.5e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 77, '__init__')",3,7.09e-07,2.3633333333333335e-07,7.09e-07
"('~', 0, ""<method 'append' of 'collections.deque' objects>"")",4,7.09e-07,1.7725e-07,7.09e-07
"('~', 0, '<built-in method _imp.get_frozen_object>')",1,7.08e-07,7.08e-07,7.08e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/synchronize.py', 328, 'Event')",1,7.08e-07,7.08e-07,7.08e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/linalg/_linalg.py', 192, '_assert_stacked_2d')",2,7.08e-07,3.54e-07,7.08e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/logging/__init__.py', 208, '_checkLevel')",1,6.25e-07,6.25e-07,6.67e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 1038, '_set_ident')",1,5.01e-07,5.01e-07,6.67e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 930, '_none_or_positive_arg')",3,6.67e-07,2.2233333333333335e-07,6.67e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 203, 'reducer')",1,4.16e-07,4.16e-07,6.67e-07
"('~', 0, '<built-in method _weakref.proxy>')",4,6.660000000000001e-07,1.6650000000000002e-07,6.660000000000001e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/util.py', 108, '_platform_supports_abstract_sockets')",1,3.75e-07,3.75e-07,6.25e-07
"('<frozen runpy>', 26, '_TempModule')",1,6.25e-07,6.25e-07,6.25e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/_monitor.py', 15, 'TMonitor')",1,6.25e-07,6.25e-07,6.25e-07
"('/Users/charliecameron/CodingHub/PhD/RCM/1D/production_project/production_project/PDE.py', 6, 'PDE')",1,6.25e-07,6.25e-07,6.25e-07
"('~', 0, '<built-in method builtins.iter>')",6,6.240000000000001e-07,1.0400000000000002e-07,6.240000000000001e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_compiler.py', 467, '_get_charset_prefix')",1,5.01e-07,5.01e-07,5.84e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 117, 'Comparable')",1,5.84e-07,5.84e-07,5.84e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 277, 'ForkProcess')",1,5.830000000000001e-07,5.830000000000001e-07,5.830000000000001e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/gui.py', 24, 'tqdm_gui')",1,5.830000000000001e-07,5.830000000000001e-07,5.830000000000001e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/weakref.py', 352, '__init__')",1,5.830000000000001e-07,5.830000000000001e-07,5.830000000000001e-07
"('<frozen codecs>', 186, '__init__')",2,5.420000000000001e-07,2.7100000000000003e-07,5.420000000000001e-07
"('<frozen runpy>', 49, '_ModifiedArgv0')",1,5.420000000000001e-07,5.420000000000001e-07,5.420000000000001e-07
"('~', 0, ""<method '__exit__' of '_thread.lock' objects>"")",4,5.41e-07,1.3525e-07,5.41e-07
"('~', 0, ""<method '__array_wrap__' of 'numpy.ndarray' objects>"")",2,5.41e-07,2.705e-07,5.41e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/__init__.py', 146, '_DType_reduce')",1,5.41e-07,5.41e-07,5.41e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/function_base.py', 20, '_linspace_dispatcher')",4,5.4e-07,1.35e-07,5.4e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 282, '_screen_shape_wrapper')",2,5.000000000000001e-07,2.5000000000000004e-07,5.000000000000001e-07
"('~', 0, '<built-in method _thread._set_sentinel>')",1,5.000000000000001e-07,5.000000000000001e-07,5.000000000000001e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 237, 'get_context')",1,5.000000000000001e-07,5.000000000000001e-07,5.000000000000001e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 138, 'ObjectWrapper')",1,5.000000000000001e-07,5.000000000000001e-07,5.000000000000001e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 163, 'SimpleTextIOWrapper')",1,5.000000000000001e-07,5.000000000000001e-07,5.000000000000001e-07
"('<frozen codecs>', 260, '__init__')",2,4.59e-07,2.295e-07,4.59e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/util.py', 371, 'ForkAwareThreadLock')",1,4.59e-07,4.59e-07,4.59e-07
"('~', 0, ""<method 'replace' of 'str' objects>"")",1,4.5800000000000005e-07,4.5800000000000005e-07,4.5800000000000005e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_compiler.py', 428, '_get_iscased')",4,4.5800000000000005e-07,1.1450000000000001e-07,4.5800000000000005e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 102, 'FormatReplace')",1,4.5800000000000005e-07,4.5800000000000005e-07,4.5800000000000005e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py', 3263, '_ndim_dispatcher')",4,4.5800000000000005e-07,1.1450000000000001e-07,4.5800000000000005e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 296, 'ForkServerProcess')",1,4.1700000000000004e-07,4.1700000000000004e-07,4.1700000000000004e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 378, 'isfunction')",2,3.34e-07,1.67e-07,4.1700000000000004e-07
"('~', 0, '<built-in method posix.getpid>')",2,3.7600000000000003e-07,1.8800000000000002e-07,3.7600000000000003e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py', 2920, '_min_dispatcher')",3,3.75e-07,1.25e-07,3.75e-07
"('<frozen importlib._bootstrap_external>', 1276, '__init__')",3,3.75e-07,1.25e-07,3.75e-07
"('~', 0, '<built-in method builtins.callable>')",3,3.75e-07,1.25e-07,3.75e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/subprocess.py', 290, '_optim_args_from_interpreter_flags')",1,3.75e-07,3.75e-07,3.75e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 311, 'ForkServerContext')",1,3.34e-07,3.34e-07,3.34e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py', 2776, '_max_dispatcher')",3,3.3300000000000003e-07,1.1100000000000001e-07,3.3300000000000003e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/reduction.py', 211, '_C')",1,3.3300000000000003e-07,3.3300000000000003e-07,3.3300000000000003e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/synchronize.py', 130, 'Semaphore')",1,2.92e-07,2.92e-07,2.92e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/logging/__init__.py', 1317, '__init__')",1,2.92e-07,2.92e-07,2.92e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 40, 'TqdmWarning')",1,2.92e-07,2.92e-07,2.92e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 197, 'get_start_method')",1,2.92e-07,2.92e-07,2.92e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/synchronize.py', 149, 'BoundedSemaphore')",1,2.91e-07,2.91e-07,2.91e-07
"('<frozen _collections_abc>', 845, '__init__')",1,2.91e-07,2.91e-07,2.91e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/process.py', 349, 'AuthenticationString')",1,2.5000000000000004e-07,2.5000000000000004e-07,2.5000000000000004e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/resource_tracker.py', 54, 'ReentrantCallError')",1,2.5000000000000004e-07,2.5000000000000004e-07,2.5000000000000004e-07
"('~', 0, ""<method '_recursion_count' of '_thread.RLock' objects>"")",1,2.5000000000000004e-07,2.5000000000000004e-07,2.5000000000000004e-07
"('~', 0, ""<method 'insert' of 'list' objects>"")",1,2.5000000000000004e-07,2.5000000000000004e-07,2.5000000000000004e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/util.py', 388, 'ForkAwareLocal')",1,2.5000000000000004e-07,2.5000000000000004e-07,2.5000000000000004e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/synchronize.py', 166, 'Lock')",1,2.5000000000000004e-07,2.5000000000000004e-07,2.5000000000000004e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/process.py', 397, '_MainProcess')",1,2.5000000000000004e-07,2.5000000000000004e-07,2.5000000000000004e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 226, 'CallbackIOWrapper')",1,2.5000000000000004e-07,2.5000000000000004e-07,2.5000000000000004e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 214, 'EMA')",1,2.5000000000000004e-07,2.5000000000000004e-07,2.5000000000000004e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 307, 'SpawnContext')",1,2.09e-07,2.09e-07,2.09e-07
"('~', 0, '<built-in method builtins.globals>')",2,2.09e-07,1.045e-07,2.09e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/_monitor.py', 9, 'TqdmSynchronisationWarning')",1,2.09e-07,2.09e-07,2.09e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 303, 'ForkContext')",1,2.08e-07,2.08e-07,2.08e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/_dist_ver.py', 1, '<module>')",1,2.08e-07,2.08e-07,2.08e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/util.py', 48, 'debug')",1,2.08e-07,2.08e-07,2.08e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/synchronize.py', 191, 'RLock')",1,1.67e-07,1.67e-07,1.67e-07
"('~', 0, '<built-in method _thread.get_native_id>')",1,1.67e-07,1.67e-07,1.67e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/spawn.py', 45, 'get_executable')",1,1.67e-07,1.67e-07,1.67e-07
"('<frozen runpy>', 166, '_Error')",1,1.66e-07,1.66e-07,1.66e-07
"('~', 0, '<built-in method sys.getrecursionlimit>')",1,1.66e-07,1.66e-07,1.66e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/linalg/_linalg.py', 489, '_unary_dispatcher')",2,1.2600000000000002e-07,6.300000000000001e-08,1.2600000000000002e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 17, 'BufferTooShort')",1,1.2500000000000002e-07,1.2500000000000002e-07,1.2500000000000002e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/logging/__init__.py', 811, '__init__')",1,1.2500000000000002e-07,1.2500000000000002e-07,1.2500000000000002e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/process.py', 37, 'current_process')",1,1.2500000000000002e-07,1.2500000000000002e-07,1.2500000000000002e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 20, 'TimeoutError')",1,1.2500000000000002e-07,1.2500000000000002e-07,1.2500000000000002e-07
"('~', 0, '<built-in method _thread.daemon_threads_allowed>')",1,1.2500000000000002e-07,1.2500000000000002e-07,1.2500000000000002e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 14, 'ProcessError')",1,1.2500000000000002e-07,1.2500000000000002e-07,1.2500000000000002e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 62, 'TqdmMonitorWarning')",1,1.2500000000000002e-07,1.2500000000000002e-07,1.2500000000000002e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 32, 'TqdmTypeError')",1,1.2500000000000002e-07,1.2500000000000002e-07,1.2500000000000002e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 1301, '<lambda>')",2,1.2500000000000002e-07,6.250000000000001e-08,1.2500000000000002e-07
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 52, 'TqdmExperimentalWarning')",1,8.400000000000001e-08,8.400000000000001e-08,8.400000000000001e-08
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 23, 'AuthenticationError')",1,8.3e-08,8.3e-08,8.3e-08
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 57, 'TqdmDeprecationWarning')",1,8.3e-08,8.3e-08,8.3e-08
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 36, 'TqdmKeyError')",1,8.3e-08,8.3e-08,8.3e-08
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 3085, 'parameters')",1,4.1e-08,4.1e-08,4.1e-08
